FIPS,County,Year,Population,Primary County Coordinates
19125,Marion County,July 01 1991,29995,"(41.334, -93.099)"
19125,Marion County,July 01 1992,30183,"(41.334, -93.099)"
19125,Marion County,July 01 1993,30276,"(41.334, -93.099)"
19125,Marion County,July 01 1994,30515,"(41.334, -93.099)"
19125,Marion County,July 01 1995,30805,"(41.334, -93.099)"
19125,Marion County,July 01 1996,31143,"(41.334, -93.099)"
19125,Marion County,July 01 1997,31280,"(41.334, -93.099)"
19125,Marion County,July 01 1998,31317,"(41.334, -93.099)"
19125,Marion County,July 01 1999,31601,"(41.334, -93.099)"
19125,Marion County,April 01 2000,32054,"(41.334, -93.099)"
19125,Marion County,July 01 2001,32505,"(41.334, -93.099)"
19125,Marion County,July 01 2002,32412,"(41.334, -93.099)"
19125,Marion County,July 01 2003,32277,"(41.334, -93.099)"
19125,Marion County,July 01 2004,32256,"(41.334, -93.099)"
19125,Marion County,July 01 2005,32310,"(41.334, -93.099)"
19125,Marion County,July 01 2006,32830,"(41.334, -93.099)"
19125,Marion County,July 01 2007,32654,"(41.334, -93.099)"
19125,Marion County,July 01 2008,32774,"(41.334, -93.099)"
19125,Marion County,July 01 2009,32682,"(41.334, -93.099)"
19125,Marion County,April 01 2010,33309,"(41.334, -93.099)"
19127,Marshall County,April 01 1990,38276,"(42.036, -92.999)"
19127,Marshall County,July 01 1991,38301,"(42.036, -92.999)"
19127,Marshall County,July 01 1992,38209,"(42.036, -92.999)"
19127,Marshall County,July 01 1993,37907,"(42.036, -92.999)"
19127,Marshall County,July 01 1994,38094,"(42.036, -92.999)"
19127,Marshall County,July 01 1995,38526,"(42.036, -92.999)"
19127,Marshall County,July 01 1996,39051,"(42.036, -92.999)"
19127,Marshall County,July 01 1997,39103,"(42.036, -92.999)"
19127,Marshall County,July 01 1998,39242,"(42.036, -92.999)"
19127,Marshall County,July 01 1999,39238,"(42.036, -92.999)"
19127,Marshall County,April 01 2000,39311,"(42.036, -92.999)"
19127,Marshall County,July 01 2001,39274,"(42.036, -92.999)"
19127,Marshall County,July 01 2002,39033,"(42.036, -92.999)"
19127,Marshall County,July 01 2003,39033,"(42.036, -92.999)"
19127,Marshall County,July 01 2004,39227,"(42.036, -92.999)"
19127,Marshall County,July 01 2005,39020,"(42.036, -92.999)"
19127,Marshall County,July 01 2006,38877,"(42.036, -92.999)"
19127,Marshall County,July 01 2007,39075,"(42.036, -92.999)"
19127,Marshall County,July 01 2008,39236,"(42.036, -92.999)"
19127,Marshall County,July 01 2009,39259,"(42.036, -92.999)"
19127,Marshall County,April 01 2010,40648,"(42.036, -92.999)"
19129,Mills County,April 01 1990,13202,"(41.033, -95.621)"
19129,Mills County,July 01 1991,13168,"(41.033, -95.621)"
19129,Mills County,July 01 1992,13227,"(41.033, -95.621)"
19129,Mills County,July 01 1993,13305,"(41.033, -95.621)"
19129,Mills County,July 01 1994,13275,"(41.033, -95.621)"
19129,Mills County,July 01 1995,13446,"(41.033, -95.621)"
19129,Mills County,July 01 1996,13663,"(41.033, -95.621)"
19129,Mills County,July 01 1997,13819,"(41.033, -95.621)"
19129,Mills County,July 01 1998,14145,"(41.033, -95.621)"
19129,Mills County,July 01 1999,14265,"(41.033, -95.621)"
19129,Mills County,April 01 2000,14547,"(41.033, -95.621)"
19129,Mills County,July 01 2001,14482,"(41.033, -95.621)"
19129,Mills County,July 01 2002,14533,"(41.033, -95.621)"
19129,Mills County,July 01 2003,14596,"(41.033, -95.621)"
19129,Mills County,July 01 2004,14695,"(41.033, -95.621)"
19129,Mills County,July 01 2005,14846,"(41.033, -95.621)"
19129,Mills County,July 01 2006,15139,"(41.033, -95.621)"
19129,Mills County,July 01 2007,15147,"(41.033, -95.621)"
19129,Mills County,July 01 2008,15127,"(41.033, -95.621)"
19129,Mills County,July 01 2009,15002,"(41.033, -95.621)"
19129,Mills County,April 01 2010,15059,"(41.033, -95.621)"
19131,Mitchell County,April 01 1990,10928,"(43.356, -92.789)"
19131,Mitchell County,July 01 1991,10919,"(43.356, -92.789)"
19131,Mitchell County,July 01 1992,10897,"(43.356, -92.789)"
19131,Mitchell County,July 01 1993,10799,"(43.356, -92.789)"
19131,Mitchell County,July 01 1994,10947,"(43.356, -92.789)"
19131,Mitchell County,July 01 1995,10974,"(43.356, -92.789)"
19131,Mitchell County,July 01 1996,10971,"(43.356, -92.789)"
19131,Mitchell County,July 01 1997,10957,"(43.356, -92.789)"
19131,Mitchell County,July 01 1998,10941,"(43.356, -92.789)"
19131,Mitchell County,July 01 1999,10863,"(43.356, -92.789)"
19131,Mitchell County,April 01 2000,10872,"(43.356, -92.789)"
19131,Mitchell County,July 01 2001,10735,"(43.356, -92.789)"
19131,Mitchell County,July 01 2002,10826,"(43.356, -92.789)"
19131,Mitchell County,July 01 2003,10826,"(43.356, -92.789)"
19131,Mitchell County,July 01 2004,10891,"(43.356, -92.789)"
19131,Mitchell County,July 01 2005,10784,"(43.356, -92.789)"
19131,Mitchell County,July 01 2006,10807,"(43.356, -92.789)"
19131,Mitchell County,July 01 2007,10786,"(43.356, -92.789)"
19131,Mitchell County,July 01 2008,10794,"(43.356, -92.789)"
19131,Mitchell County,July 01 2009,10781,"(43.356, -92.789)"
19131,Mitchell County,April 01 2010,10776,"(43.356, -92.789)"
19133,Monona County,April 01 1990,10034,"(42.052, -95.96)"
19133,Monona County,July 01 1991,10003,"(42.052, -95.96)"
19133,Monona County,July 01 1992,9978,"(42.052, -95.96)"
19133,Monona County,July 01 1993,10045,"(42.052, -95.96)"
19133,Monona County,July 01 1994,10070,"(42.052, -95.96)"
19133,Monona County,July 01 1995,10092,"(42.052, -95.96)"
19133,Monona County,July 01 1996,10059,"(42.052, -95.96)"
19133,Monona County,July 01 1997,10069,"(42.052, -95.96)"
19133,Monona County,July 01 1998,10121,"(42.052, -95.96)"
19133,Monona County,July 01 1999,10047,"(42.052, -95.96)"
19133,Monona County,April 01 2000,10020,"(42.052, -95.96)"
19133,Monona County,July 01 2001,9818,"(42.052, -95.96)"
19133,Monona County,July 01 2002,9705,"(42.052, -95.96)"
19133,Monona County,July 01 2003,9682,"(42.052, -95.96)"
19133,Monona County,July 01 2004,9511,"(42.052, -95.96)"
19133,Monona County,July 01 2005,9344,"(42.052, -95.96)"
19133,Monona County,July 01 2006,9223,"(42.052, -95.96)"
19133,Monona County,July 01 2007,9123,"(42.052, -95.96)"
19133,Monona County,July 01 2008,9019,"(42.052, -95.96)"
19133,Monona County,July 01 2009,8882,"(42.052, -95.96)"
19133,Monona County,April 01 2010,9243,"(42.052, -95.96)"
19135,Monroe County,April 01 1990,8114,"(41.03, -92.869)"
19135,Monroe County,July 01 1991,8130,"(41.03, -92.869)"
19135,Monroe County,July 01 1992,8169,"(41.03, -92.869)"
19135,Monroe County,July 01 1993,8209,"(41.03, -92.869)"
19135,Monroe County,July 01 1994,8175,"(41.03, -92.869)"
19135,Monroe County,July 01 1995,8184,"(41.03, -92.869)"
19135,Monroe County,July 01 1996,8203,"(41.03, -92.869)"
19135,Monroe County,July 01 1997,8129,"(41.03, -92.869)"
19135,Monroe County,July 01 1998,8132,"(41.03, -92.869)"
19135,Monroe County,July 01 1999,8080,"(41.03, -92.869)"
19135,Monroe County,April 01 2000,8016,"(41.03, -92.869)"
19135,Monroe County,July 01 2001,7937,"(41.03, -92.869)"
19135,Monroe County,July 01 2002,7793,"(41.03, -92.869)"
19135,Monroe County,July 01 2003,7812,"(41.03, -92.869)"
19135,Monroe County,July 01 2004,7784,"(41.03, -92.869)"
19135,Monroe County,July 01 2005,7728,"(41.03, -92.869)"
19135,Monroe County,July 01 2006,7643,"(41.03, -92.869)"
19135,Monroe County,July 01 2007,7569,"(41.03, -92.869)"
19135,Monroe County,July 01 2008,7573,"(41.03, -92.869)"
19135,Monroe County,July 01 2009,7549,"(41.03, -92.869)"
19135,Monroe County,April 01 2010,7970,"(41.03, -92.869)"
19137,Montgomery County,April 01 1990,12076,"(41.03, -95.156)"
19137,Montgomery County,July 01 1991,12074,"(41.03, -95.156)"
19137,Montgomery County,July 01 1992,11980,"(41.03, -95.156)"
19137,Montgomery County,July 01 1993,11916,"(41.03, -95.156)"
19137,Montgomery County,July 01 1994,12053,"(41.03, -95.156)"
19137,Montgomery County,July 01 1995,11992,"(41.03, -95.156)"
19137,Montgomery County,July 01 1996,11947,"(41.03, -95.156)"
19137,Montgomery County,July 01 1997,11917,"(41.03, -95.156)"
19137,Montgomery County,July 01 1998,11889,"(41.03, -95.156)"
19137,Montgomery County,July 01 1999,11890,"(41.03, -95.156)"
19137,Montgomery County,April 01 2000,11771,"(41.03, -95.156)"
19137,Montgomery County,July 01 2001,11506,"(41.03, -95.156)"
19137,Montgomery County,July 01 2002,11300,"(41.03, -95.156)"
19137,Montgomery County,July 01 2003,11188,"(41.03, -95.156)"
19137,Montgomery County,July 01 2004,11162,"(41.03, -95.156)"
19137,Montgomery County,July 01 2005,11177,"(41.03, -95.156)"
19137,Montgomery County,July 01 2006,11135,"(41.03, -95.156)"
19137,Montgomery County,July 01 2007,10939,"(41.03, -95.156)"
19137,Montgomery County,July 01 2008,10792,"(41.03, -95.156)"
19137,Montgomery County,July 01 2009,10796,"(41.03, -95.156)"
19137,Montgomery County,April 01 2010,10740,"(41.03, -95.156)"
19139,Muscatine County,April 01 1990,39907,"(41.484, -91.113)"
19139,Muscatine County,July 01 1991,39969,"(41.484, -91.113)"
19139,Muscatine County,July 01 1992,40538,"(41.484, -91.113)"
19139,Muscatine County,July 01 1993,40831,"(41.484, -91.113)"
19139,Muscatine County,July 01 1994,41192,"(41.484, -91.113)"
19139,Muscatine County,July 01 1995,41246,"(41.484, -91.113)"
19139,Muscatine County,July 01 1996,41440,"(41.484, -91.113)"
19139,Muscatine County,July 01 1997,41274,"(41.484, -91.113)"
19139,Muscatine County,July 01 1998,41280,"(41.484, -91.113)"
19139,Muscatine County,July 01 1999,41417,"(41.484, -91.113)"
19139,Muscatine County,April 01 2000,41722,"(41.484, -91.113)"
19139,Muscatine County,July 01 2001,41792,"(41.484, -91.113)"
19139,Muscatine County,July 01 2002,41803,"(41.484, -91.113)"
19139,Muscatine County,July 01 2003,41680,"(41.484, -91.113)"
19139,Muscatine County,July 01 2004,41806,"(41.484, -91.113)"
19139,Muscatine County,July 01 2005,41952,"(41.484, -91.113)"
19139,Muscatine County,July 01 2006,42226,"(41.484, -91.113)"
19139,Muscatine County,July 01 2007,42456,"(41.484, -91.113)"
19139,Muscatine County,July 01 2008,42670,"(41.484, -91.113)"
19139,Muscatine County,July 01 2009,42934,"(41.484, -91.113)"
19139,Muscatine County,April 01 2010,42745,"(41.484, -91.113)"
19141,O'Brien County,April 01 1990,15444,"(43.084, -95.625)"
19141,O'Brien County,July 01 1991,15451,"(43.084, -95.625)"
19141,O'Brien County,July 01 1992,15530,"(43.084, -95.625)"
19141,O'Brien County,July 01 1993,15638,"(43.084, -95.625)"
19141,O'Brien County,July 01 1994,15635,"(43.084, -95.625)"
19141,O'Brien County,July 01 1995,15646,"(43.084, -95.625)"
19141,O'Brien County,July 01 1996,15647,"(43.084, -95.625)"
19141,O'Brien County,July 01 1997,15456,"(43.084, -95.625)"
19141,O'Brien County,July 01 1998,15498,"(43.084, -95.625)"
19141,O'Brien County,July 01 1999,15457,"(43.084, -95.625)"
19141,O'Brien County,April 01 2000,15102,"(43.084, -95.625)"
19141,O'Brien County,July 01 2001,14881,"(43.084, -95.625)"
19141,O'Brien County,July 01 2002,14681,"(43.084, -95.625)"
19141,O'Brien County,July 01 2003,14589,"(43.084, -95.625)"
19141,O'Brien County,July 01 2004,14345,"(43.084, -95.625)"
19141,O'Brien County,July 01 2005,14257,"(43.084, -95.625)"
19141,O'Brien County,July 01 2006,14191,"(43.084, -95.625)"
19141,O'Brien County,July 01 2007,14036,"(43.084, -95.625)"
19141,O'Brien County,July 01 2008,13898,"(43.084, -95.625)"
19141,O'Brien County,July 01 2009,13928,"(43.084, -95.625)"
19141,O'Brien County,April 01 2010,14398,"(43.084, -95.625)"
19143,Osceola County,April 01 1990,7267,"(43.379, -95.624)"
19143,Osceola County,July 01 1991,7285,"(43.379, -95.624)"
19143,Osceola County,July 01 1992,7290,"(43.379, -95.624)"
19143,Osceola County,July 01 1993,7246,"(43.379, -95.624)"
19143,Osceola County,July 01 1994,7239,"(43.379, -95.624)"
19143,Osceola County,July 01 1995,7217,"(43.379, -95.624)"
19143,Osceola County,July 01 1996,7138,"(43.379, -95.624)"
19143,Osceola County,July 01 1997,7156,"(43.379, -95.624)"
19143,Osceola County,July 01 1998,7167,"(43.379, -95.624)"
19143,Osceola County,July 01 1999,7087,"(43.379, -95.624)"
19143,Osceola County,April 01 2000,7003,"(43.379, -95.624)"
19143,Osceola County,July 01 2001,6937,"(43.379, -95.624)"
19143,Osceola County,July 01 2002,6849,"(43.379, -95.624)"
19143,Osceola County,July 01 2003,6811,"(43.379, -95.624)"
19143,Osceola County,July 01 2004,6763,"(43.379, -95.624)"
19143,Osceola County,July 01 2005,6621,"(43.379, -95.624)"
19143,Osceola County,July 01 2006,6571,"(43.379, -95.624)"
19143,Osceola County,July 01 2007,6444,"(43.379, -95.624)"
19143,Osceola County,July 01 2008,6448,"(43.379, -95.624)"
19143,Osceola County,July 01 2009,6344,"(43.379, -95.624)"
19143,Osceola County,April 01 2010,6462,"(43.379, -95.624)"
19145,Page County,April 01 1990,16870,"(40.739, -95.15)"
19145,Page County,July 01 1991,16874,"(40.739, -95.15)"
19145,Page County,July 01 1992,16861,"(40.739, -95.15)"
19145,Page County,July 01 1993,16678,"(40.739, -95.15)"
19145,Page County,July 01 1994,16652,"(40.739, -95.15)"
19145,Page County,July 01 1995,16784,"(40.739, -95.15)"
19145,Page County,July 01 1996,16729,"(40.739, -95.15)"
19145,Page County,July 01 1997,17344,"(40.739, -95.15)"
19145,Page County,July 01 1998,17374,"(40.739, -95.15)"
19145,Page County,July 01 1999,17330,"(40.739, -95.15)"
19145,Page County,April 01 2000,16976,"(40.739, -95.15)"
19145,Page County,July 01 2001,16869,"(40.739, -95.15)"
19145,Page County,July 01 2002,16425,"(40.739, -95.15)"
19145,Page County,July 01 2003,16166,"(40.739, -95.15)"
19145,Page County,July 01 2004,16001,"(40.739, -95.15)"
19145,Page County,July 01 2005,16002,"(40.739, -95.15)"
19145,Page County,July 01 2006,16043,"(40.739, -95.15)"
19145,Page County,July 01 2007,15913,"(40.739, -95.15)"
19145,Page County,July 01 2008,15527,"(40.739, -95.15)"
19145,Page County,July 01 2009,15260,"(40.739, -95.15)"
19145,Page County,April 01 2010,15932,"(40.739, -95.15)"
19147,Palo Alto County,April 01 1990,10669,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1991,10642,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1992,10613,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1993,10561,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1994,10506,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1995,10511,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1996,10260,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1997,10261,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1998,10254,"(43.082, -94.678)"
19147,Palo Alto County,July 01 1999,10245,"(43.082, -94.678)"
19147,Palo Alto County,April 01 2000,10147,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2001,10029,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2002,9843,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2003,9664,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2004,9648,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2005,9569,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2006,9438,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2007,9420,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2008,9318,"(43.082, -94.678)"
19147,Palo Alto County,July 01 2009,9279,"(43.082, -94.678)"
19147,Palo Alto County,April 01 2010,9421,"(43.082, -94.678)"
19149,Plymouth County,April 01 1990,23388,"(42.738, -96.214)"
19149,Plymouth County,July 01 1991,23382,"(42.738, -96.214)"
19149,Plymouth County,July 01 1992,23470,"(42.738, -96.214)"
19149,Plymouth County,July 01 1993,23713,"(42.738, -96.214)"
19149,Plymouth County,July 01 1994,23944,"(42.738, -96.214)"
19149,Plymouth County,July 01 1995,24256,"(42.738, -96.214)"
19149,Plymouth County,July 01 1996,24339,"(42.738, -96.214)"
19149,Plymouth County,July 01 1997,24739,"(42.738, -96.214)"
19149,Plymouth County,July 01 1998,24691,"(42.738, -96.214)"
19149,Plymouth County,July 01 1999,24578,"(42.738, -96.214)"
19149,Plymouth County,April 01 2000,24849,"(42.738, -96.214)"
19149,Plymouth County,July 01 2001,24745,"(42.738, -96.214)"
19149,Plymouth County,July 01 2002,24552,"(42.738, -96.214)"
19149,Plymouth County,July 01 2003,24584,"(42.738, -96.214)"
19149,Plymouth County,July 01 2004,24687,"(42.738, -96.214)"
19149,Plymouth County,July 01 2005,24545,"(42.738, -96.214)"
19149,Plymouth County,July 01 2006,24460,"(42.738, -96.214)"
19149,Plymouth County,July 01 2007,24303,"(42.738, -96.214)"
19149,Plymouth County,July 01 2008,24262,"(42.738, -96.214)"
19149,Plymouth County,July 01 2009,24210,"(42.738, -96.214)"
19149,Plymouth County,April 01 2010,24986,"(42.738, -96.214)"
19151,Pocahontas County,April 01 1990,9525,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1991,9493,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1992,9396,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1993,9312,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1994,9167,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1995,9140,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1996,9133,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1997,8970,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1998,8864,"(42.734, -94.679)"
19151,Pocahontas County,July 01 1999,8859,"(42.734, -94.679)"
19151,Pocahontas County,April 01 2000,8662,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2001,8459,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2002,8336,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2003,8143,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2004,7970,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2005,7793,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2006,7638,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2007,7614,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2008,7479,"(42.734, -94.679)"
19151,Pocahontas County,July 01 2009,7346,"(42.734, -94.679)"
19151,Pocahontas County,April 01 2010,7310,"(42.734, -94.679)"
19153,Polk County,April 01 1990,327140,"(41.686, -93.574)"
19153,Polk County,July 01 1991,328531,"(41.686, -93.574)"
19153,Polk County,July 01 1992,333568,"(41.686, -93.574)"
19153,Polk County,July 01 1993,339643,"(41.686, -93.574)"
19153,Polk County,July 01 1994,345143,"(41.686, -93.574)"
19153,Polk County,July 01 1995,349349,"(41.686, -93.574)"
19153,Polk County,July 01 1996,354096,"(41.686, -93.574)"
19153,Polk County,July 01 1997,357986,"(41.686, -93.574)"
19153,Polk County,July 01 1998,360985,"(41.686, -93.574)"
19153,Polk County,July 01 1999,365086,"(41.686, -93.574)"
19153,Polk County,April 01 2000,374575,"(41.686, -93.574)"
19153,Polk County,July 01 2001,381093,"(41.686, -93.574)"
19153,Polk County,July 01 2002,385838,"(41.686, -93.574)"
19153,Polk County,July 01 2003,390092,"(41.686, -93.574)"
19153,Polk County,July 01 2004,393899,"(41.686, -93.574)"
19153,Polk County,July 01 2005,401993,"(41.686, -93.574)"
19153,Polk County,July 01 2006,409146,"(41.686, -93.574)"
19153,Polk County,July 01 2007,416276,"(41.686, -93.574)"
19153,Polk County,July 01 2008,422893,"(41.686, -93.574)"
19153,Polk County,July 01 2009,429439,"(41.686, -93.574)"
19153,Polk County,April 01 2010,430640,"(41.686, -93.574)"
19155,Pottawattamie County,April 01 1990,82628,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1991,82697,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1992,82864,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1993,83507,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1994,83643,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1995,83540,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1996,83973,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1997,84992,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1998,85677,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 1999,86609,"(41.337, -95.542)"
19155,Pottawattamie County,April 01 2000,87807,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2001,87671,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2002,87944,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2003,88055,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2004,88781,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2005,88960,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2006,89393,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2007,89572,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2008,89986,"(41.337, -95.542)"
19155,Pottawattamie County,July 01 2009,90224,"(41.337, -95.542)"
19155,Pottawattamie County,April 01 2010,93158,"(41.337, -95.542)"
19157,Poweshiek County,April 01 1990,19033,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1991,19035,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1992,18945,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1993,18944,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1994,18884,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1995,18999,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1996,18925,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1997,19004,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1998,18989,"(41.686, -92.531)"
19157,Poweshiek County,July 01 1999,18814,"(41.686, -92.531)"
19157,Poweshiek County,April 01 2000,18832,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2001,18850,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2002,18755,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2003,18806,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2004,18794,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2005,18625,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2006,18615,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2007,18662,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2008,18493,"(41.686, -92.531)"
19157,Poweshiek County,July 01 2009,18423,"(41.686, -92.531)"
19157,Poweshiek County,April 01 2010,18914,"(41.686, -92.531)"
19159,Ringgold County,April 01 1990,5420,"(40.735, -94.244)"
19159,Ringgold County,July 01 1991,5416,"(40.735, -94.244)"
19159,Ringgold County,July 01 1992,5405,"(40.735, -94.244)"
19159,Ringgold County,July 01 1993,5414,"(40.735, -94.244)"
19159,Ringgold County,July 01 1994,5405,"(40.735, -94.244)"
19159,Ringgold County,July 01 1995,5378,"(40.735, -94.244)"
19159,Ringgold County,July 01 1996,5382,"(40.735, -94.244)"
19159,Ringgold County,July 01 1997,5418,"(40.735, -94.244)"
19159,Ringgold County,July 01 1998,5447,"(40.735, -94.244)"
19159,Ringgold County,July 01 1999,5441,"(40.735, -94.244)"
19159,Ringgold County,April 01 2000,5469,"(40.735, -94.244)"
19159,Ringgold County,July 01 2001,5389,"(40.735, -94.244)"
19159,Ringgold County,July 01 2002,5294,"(40.735, -94.244)"
19159,Ringgold County,July 01 2003,5263,"(40.735, -94.244)"
19159,Ringgold County,July 01 2004,5246,"(40.735, -94.244)"
19159,Ringgold County,July 01 2005,5191,"(40.735, -94.244)"
19159,Ringgold County,July 01 2006,5101,"(40.735, -94.244)"
19159,Ringgold County,July 01 2007,5061,"(40.735, -94.244)"
19159,Ringgold County,July 01 2008,5013,"(40.735, -94.244)"
19159,Ringgold County,July 01 2009,4944,"(40.735, -94.244)"
19159,Ringgold County,April 01 2010,5131,"(40.735, -94.244)"
19161,Sac County,April 01 1990,12324,"(42.386, -95.105)"
19161,Sac County,July 01 1991,12311,"(42.386, -95.105)"
19161,Sac County,July 01 1992,12156,"(42.386, -95.105)"
19161,Sac County,July 01 1993,12152,"(42.386, -95.105)"
19161,Sac County,July 01 1994,12036,"(42.386, -95.105)"
19161,Sac County,July 01 1995,12090,"(42.386, -95.105)"
19161,Sac County,July 01 1996,12003,"(42.386, -95.105)"
19161,Sac County,July 01 1997,11968,"(42.386, -95.105)"
19161,Sac County,July 01 1998,11882,"(42.386, -95.105)"
19161,Sac County,July 01 1999,11852,"(42.386, -95.105)"
19161,Sac County,April 01 2000,11529,"(42.386, -95.105)"
19161,Sac County,July 01 2001,11358,"(42.386, -95.105)"
19161,Sac County,July 01 2002,11040,"(42.386, -95.105)"
19161,Sac County,July 01 2003,10848,"(42.386, -95.105)"
19161,Sac County,July 01 2004,10717,"(42.386, -95.105)"
19161,Sac County,July 01 2005,10528,"(42.386, -95.105)"
19161,Sac County,July 01 2006,10473,"(42.386, -95.105)"
19161,Sac County,July 01 2007,10294,"(42.386, -95.105)"
19161,Sac County,July 01 2008,10199,"(42.386, -95.105)"
19161,Sac County,July 01 2009,10059,"(42.386, -95.105)"
19161,Sac County,April 01 2010,10350,"(42.386, -95.105)"
19163,Scott County,April 01 1990,150973,"(41.637, -90.623)"
19163,Scott County,July 01 1991,151304,"(41.637, -90.623)"
19163,Scott County,July 01 1992,153222,"(41.637, -90.623)"
19163,Scott County,July 01 1993,154912,"(41.637, -90.623)"
19163,Scott County,July 01 1994,155375,"(41.637, -90.623)"
19163,Scott County,July 01 1995,155740,"(41.637, -90.623)"
19163,Scott County,July 01 1996,156271,"(41.637, -90.623)"
19163,Scott County,July 01 1997,156751,"(41.637, -90.623)"
19163,Scott County,July 01 1998,157228,"(41.637, -90.623)"
19163,Scott County,July 01 1999,157754,"(41.637, -90.623)"
19163,Scott County,April 01 2000,158689,"(41.637, -90.623)"
19163,Scott County,July 01 2001,158542,"(41.637, -90.623)"
19163,Scott County,July 01 2002,158677,"(41.637, -90.623)"
19163,Scott County,July 01 2003,158808,"(41.637, -90.623)"
19163,Scott County,July 01 2004,159323,"(41.637, -90.623)"
19163,Scott County,July 01 2005,160073,"(41.637, -90.623)"
19163,Scott County,July 01 2006,161473,"(41.637, -90.623)"
19163,Scott County,July 01 2007,162339,"(41.637, -90.623)"
19163,Scott County,July 01 2008,164437,"(41.637, -90.623)"
19163,Scott County,July 01 2009,166650,"(41.637, -90.623)"
19163,Scott County,April 01 2010,165224,"(41.637, -90.623)"
19165,Shelby County,April 01 1990,13230,"(41.685, -95.31)"
19165,Shelby County,July 01 1991,13235,"(41.685, -95.31)"
19165,Shelby County,July 01 1992,13318,"(41.685, -95.31)"
19165,Shelby County,July 01 1993,13318,"(41.685, -95.31)"
19165,Shelby County,July 01 1994,13295,"(41.685, -95.31)"
19165,Shelby County,July 01 1995,13278,"(41.685, -95.31)"
19165,Shelby County,July 01 1996,13232,"(41.685, -95.31)"
19165,Shelby County,July 01 1997,13311,"(41.685, -95.31)"
19165,Shelby County,July 01 1998,13353,"(41.685, -95.31)"
19165,Shelby County,July 01 1999,13256,"(41.685, -95.31)"
19165,Shelby County,April 01 2000,13074,"(41.685, -95.31)"
19165,Shelby County,July 01 2001,12992,"(41.685, -95.31)"
19165,Shelby County,July 01 2002,12836,"(41.685, -95.31)"
